"PID","CHOSEN","GENDER","AGE","WORK","GRAD","DIET","STUDENT","MARRIED","DELIV","FACEBOOK","TWITTER","INSTA","INCOME","KIDS","ALONE","REGION","DENSIT","FREQ","SNOB","PRICE_STA","KNOWN_STA","TASTE_STA","AMB_STA","SPEED_STA","MENU_STA","APP_STA","ADV_STA","PRICE_DUN","KNOWN_DUN","TASTE_DUN","AMB_DUN","SPEED_DUN","MENU_DUN","APP_DUN","ADV_DUN","PRICE_PEET","KNOWN_PEET","TASTE_PEET","AMB_PEET","SPEED_PEET","MENU_PEET","APP_PEET","ADV_PEET","PRICE_CAR","KNOWN_CAR","TASTE_CAR","AMB_CAR","SPEED_CAR","MENU_CAR","APP_CAR","ADV_CAR","UNO"
1648,2,2,31,1,2,2,1,2,2,1,2,1,3,2,2,4,1,2,1,5.78,1,4,4,3,2,4,1,3.52,1,4,4,4,5,1,2,5.11,2,4,4,1,5,3,3,4.6,2,3,5,2,3,3,3,1
1649,1,1,34,1,1,3,1,1,2,2,2,2,2,1,2,1,2,1,3,4.91,1,3,4,3,5,4,1,3.45,1,3,4,3,3,3,5,4.62,2,3,5,4,2,3,5,3.48,2,3,5,4,1,5,5,1
1650,2,1,28,1,1,3,1,1,2,1,2,2,2,2,1,4,3,2,3,5.98,1,3,5,3,4,1,1,2.41,1,4,5,4,4,3,3,4.52,2,4,1,5,3,5,4,4.47,2,4,4,5,3,1,3,1
1651,4,1,18,1,2,1,2,3,2,1,2,2,1,2,2,1,3,1,2,6.22,1,2,3,5,3,4,3,3.54,1,2,5,3,3,2,1,5.01,2,4,4,3,5,4,3,4.19,2,5,3,3,2,5,2,1
1652,2,2,26,1,2,1,1,1,1,1,2,2,1,2,1,1,1,2,3,6.31,1,4,4,5,5,2,3,3.36,1,2,5,3,5,2,2,4.8,1,5,4,3,3,4,3,5.19,1,5,3,3,3,3,2,1
1653,4,1,44,1,1,1,1,1,2,1,1,2,2,1,1,4,2,2,3,5.76,2,2,5,4,1,2,3,2.77,2,3,4,4,3,3,2,4.55,1,1,3,5,4,3,3,5.18,2,5,1,4,3,4,2,1
1654,1,1,20,1,2,1,2,2,1,1,2,1,3,2,2,3,3,1,2,5.13,1,4,4,2,3,3,3,3.06,1,1,3,1,3,4,3,5.96,1,5,3,3,5,2,4,5.53,2,5,4,2,5,5,3,1
1655,1,1,69,2,1,1,1,1,1,1,2,1,2,1,2,1,3,2,2,5.01,2,4,5,4,5,5,1,3.24,1,5,3,1,3,5,2,5.12,2,4,4,5,3,1,3,4.42,1,4,4,1,3,3,4,1
1656,1,1,61,1,2,1,1,2,1,1,2,1,2,1,1,2,1,2,3,6.12,1,2,5,2,4,4,2,2.28,1,5,1,2,4,5,3,4.35,2,3,2,5,3,4,3,3.79,2,4,4,3,4,4,3,1
1657,2,1,39,1,2,1,1,3,2,1,2,1,2,1,2,1,2,1,2,5.74,1,5,1,3,3,5,5,2.97,1,4,5,5,3,5,2,3.97,1,4,4,4,3,4,2,4.35,2,2,2,5,2,4,1,1
1658,4,2,61,1,2,1,1,2,1,2,1,1,1,2,1,3,1,1,1,4.73,2,4,4,5,5,3,3,2.99,1,3,2,5,5,1,2,4.35,2,4,4,1,3,1,3,4.68,1,4,5,3,3,5,2,1
1659,1,1,65,1,1,3,1,1,1,1,2,1,2,2,2,1,1,1,2,5.36,1,4,5,3,4,1,4,3.91,1,4,5,3,3,4,3,5.6,2,5,3,3,5,4,3,4.58,2,3,4,5,3,2,2,1
1660,4,2,58,1,2,1,1,3,1,1,2,1,2,2,1,3,2,1,2,4.86,1,2,4,4,3,1,3,3.29,2,3,4,3,5,1,3,5.17,1,3,4,4,4,4,1,4,1,4,4,4,5,4,5,1
1661,2,2,47,1,2,1,1,1,2,1,2,1,2,1,2,2,1,1,3,6,1,4,4,4,3,5,5,3.79,2,5,2,3,3,3,4,5.21,1,3,4,5,3,2,1,4.92,2,4,5,2,3,2,1,1
1662,2,1,26,2,3,1,1,1,1,2,2,1,3,2,2,2,2,2,1,5.87,1,2,4,5,5,4,4,3.13,1,3,1,5,3,5,3,4.75,2,1,5,4,4,1,4,4.63,1,4,5,5,5,3,2,1
1663,1,1,32,2,1,1,1,2,2,1,1,1,2,2,2,4,1,1,1,5.99,1,4,3,3,5,2,4,3.54,1,3,4,3,1,1,4,5.06,2,4,3,4,4,1,2,3.95,2,4,4,5,3,2,5,1
1664,2,2,63,1,1,1,1,2,2,1,2,1,2,2,2,1,1,1,1,6.73,1,5,4,4,4,1,2,2.55,1,4,4,4,3,3,1,4.8,1,4,3,2,4,5,3,4.54,1,4,3,2,3,4,3,1
1665,1,2,52,1,2,1,1,2,1,2,2,1,3,2,2,4,2,1,2,6.15,1,5,4,5,4,2,3,3.1,1,1,4,4,4,1,4,5.55,1,1,5,4,3,3,3,4.76,2,4,4,2,2,4,3,1
1666,2,1,25,1,1,1,1,3,2,1,1,1,2,2,2,2,2,2,2,6.51,1,2,3,4,2,2,3,3.74,1,2,5,4,3,3,3,5.48,2,1,2,2,5,2,1,4.71,2,1,5,5,3,4,1,1
1667,2,2,65,2,2,1,1,2,1,1,2,2,1,1,2,2,3,1,1,5.28,1,4,4,4,5,4,1,2.75,1,3,5,2,2,1,5,4.65,1,5,3,1,3,4,3,4.83,2,5,5,4,4,4,3,1
1668,1,1,18,1,2,1,3,1,2,1,2,2,3,2,2,1,3,2,3,5.68,1,4,5,4,4,5,3,3.32,1,4,4,1,3,4,3,4.57,2,4,3,2,1,5,2,4.71,1,4,5,4,4,4,5,1
1669,2,1,43,1,1,1,1,2,1,1,2,1,2,1,2,2,2,1,1,4.78,1,4,4,3,3,5,3,3.5,1,4,5,2,3,5,2,4.56,1,1,3,4,2,2,4,4.46,2,3,3,3,4,4,5,1
1670,2,1,60,2,2,1,1,2,2,1,1,1,1,1,2,2,2,1,2,5.44,1,3,5,3,2,2,2,3.32,1,3,5,3,3,3,3,4.66,1,4,2,4,4,3,2,4.44,2,5,2,3,5,1,2,1
1671,4,2,18,3,3,4,2,2,2,1,1,1,2,2,2,1,3,2,1,5.49,1,5,4,4,5,3,2,2.77,1,5,4,3,2,3,3,4.64,2,3,5,1,4,3,4,4.59,1,5,4,4,3,4,4,1
1672,4,2,64,1,2,1,3,1,1,1,1,1,2,2,1,2,3,2,2,5.51,1,4,4,2,3,2,2,3.15,1,3,2,1,4,1,1,5.34,1,2,5,3,5,5,3,5.18,2,5,5,3,2,2,1,1
1673,2,1,56,2,2,2,1,1,1,1,1,1,1,2,1,4,3,1,1,5.91,1,4,5,3,3,5,3,3.03,1,3,3,3,4,4,4,5.49,1,5,3,5,3,3,3,3.48,1,5,4,1,4,4,2,1
1674,2,2,46,1,3,1,1,1,1,2,1,2,2,2,2,4,1,1,3,5.97,1,4,5,3,3,5,4,2.81,1,5,4,1,4,3,5,5,1,4,3,4,3,3,5,4.72,1,2,5,3,3,1,3,1
1675,2,1,39,2,2,1,1,2,1,1,2,1,2,2,2,1,2,1,1,5.96,1,2,4,1,1,3,2,2.32,1,3,1,1,4,2,2,4.83,1,3,2,3,3,4,2,4.27,2,3,4,1,4,2,4,1
1676,2,2,40,3,2,1,1,1,2,1,1,1,1,1,2,2,1,1,2,5.73,1,4,5,4,5,4,4,3.75,2,4,3,5,3,2,4,5.88,1,4,4,3,3,5,1,4.73,1,4,5,3,1,5,3,1
1677,2,1,48,2,2,1,1,1,2,1,2,1,1,1,2,1,1,1,3,5.56,1,4,4,4,4,3,3,2.34,1,5,5,4,3,5,3,4.59,2,4,5,1,5,4,1,4.49,1,2,4,4,2,3,4,1
1678,4,2,28,1,3,1,1,2,1,1,1,1,3,2,2,4,3,1,1,4.68,1,4,5,4,3,4,5,3.29,1,3,4,2,1,4,2,5.5,2,4,4,2,3,4,1,5.07,1,5,5,4,4,1,1,1
1679,4,2,47,1,2,1,1,2,1,2,1,1,1,2,2,4,3,2,2,5.09,1,2,3,3,3,5,3,3.52,1,2,2,1,5,3,3,4.64,1,4,2,2,4,3,3,4.02,2,4,4,4,2,1,3,1
1680,2,1,54,1,1,1,1,1,2,1,2,1,2,1,2,4,1,1,1,5.13,1,3,3,1,4,2,3,3.09,1,4,4,5,3,5,3,4.84,1,3,1,4,3,5,3,4.7,1,4,3,2,4,3,4,1
1681,2,1,48,1,1,4,1,1,2,1,2,2,1,1,2,1,1,1,2,5.71,1,3,5,2,4,3,4,2.79,1,5,4,1,4,5,1,3.67,2,4,3,5,3,5,3,4.35,2,3,2,4,4,3,3,1
1682,2,1,47,2,2,4,1,1,1,2,2,2,1,1,2,2,1,1,4,5.23,1,4,5,2,2,5,3,2.13,1,5,4,2,3,2,3,5.39,1,4,5,5,4,3,2,4.59,1,2,3,4,4,3,5,1
1683,1,2,41,1,2,1,1,2,1,1,2,1,2,1,2,1,2,1,3,5.79,1,5,3,2,4,4,3,2.67,2,1,5,2,4,2,3,5.06,1,3,4,3,5,3,2,4.22,1,3,4,2,5,4,4,1
1684,1,1,65,2,2,1,1,1,1,2,2,1,2,1,2,4,2,2,2,5.74,1,3,1,4,4,5,3,3.06,1,3,4,1,5,5,3,5.85,1,3,3,4,4,2,5,4.66,1,4,3,4,4,4,3,1
1685,1,1,43,1,2,1,1,1,2,2,1,2,3,2,2,2,1,2,4,4.9,1,3,4,5,3,4,3,2.89,1,3,3,3,3,1,2,4.06,2,2,3,3,2,4,5,4.74,1,3,5,4,2,3,2,1
1686,4,1,66,1,3,2,1,1,1,1,2,1,3,1,2,3,1,1,2,5.31,1,3,3,3,1,3,3,2.68,1,3,4,5,4,5,3,4.34,1,5,4,4,3,2,2,4.31,2,4,5,4,5,5,2,1
1687,2,1,66,1,3,1,1,1,2,1,2,1,3,1,1,3,1,1,3,5.89,1,1,3,1,4,5,3,3.65,1,5,5,2,3,3,3,5.06,1,2,2,1,5,2,4,4.7,1,3,4,3,5,1,3,1
1688,2,2,43,3,1,3,1,1,1,2,2,1,1,2,2,1,1,1,2,5.14,1,1,2,2,3,1,2,3.09,2,3,4,1,4,4,4,5.37,2,3,3,3,3,3,3,4.63,1,4,2,2,4,5,3,1
1689,2,2,57,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,5.27,1,3,5,4,4,5,4,2.56,1,3,4,3,5,1,3,4.46,1,3,5,3,4,4,5,3.83,1,5,4,1,2,2,4,1
1690,2,2,20,1,2,1,3,1,2,1,1,1,2,2,2,1,1,1,2,5.89,1,3,3,5,3,2,5,2.65,1,3,4,5,5,4,3,5.05,2,3,4,5,4,2,5,4.45,1,4,4,2,3,3,2,1
1691,2,1,37,1,3,1,1,2,1,2,1,1,2,1,2,3,1,2,2,5.22,1,4,3,4,2,3,1,3.2,1,4,5,1,4,1,5,5.31,1,4,3,3,1,2,5,3.92,2,5,4,3,5,4,3,1
1692,1,1,57,1,1,1,2,2,1,2,1,1,2,2,2,1,3,2,3,5.72,1,3,5,3,3,3,4,2.62,2,4,4,3,1,2,1,4.41,2,1,4,3,4,3,4,4.27,1,4,4,5,4,1,3,1
1693,2,1,38,1,1,1,1,2,2,2,2,1,1,1,2,3,1,1,1,4.86,1,1,5,3,4,4,3,3.02,1,4,3,4,3,3,3,4.49,1,3,4,2,5,3,2,4.66,2,5,3,1,2,2,1,1
1694,2,2,31,2,2,3,3,3,1,1,2,1,2,2,2,1,3,1,4,6.1,1,4,2,3,4,4,4,3.22,1,3,5,4,5,4,2,4.75,2,3,4,2,3,3,5,4.43,2,4,4,4,4,3,3,1
1695,2,2,33,2,2,1,1,2,1,1,2,1,2,1,2,2,2,1,1,5.39,1,5,3,3,4,5,2,2.81,1,5,2,3,3,5,3,4.23,2,3,1,4,4,4,3,4.64,1,5,3,2,3,1,5,1
1696,2,2,44,2,3,1,1,1,1,1,2,1,1,2,2,2,3,1,1,5.33,1,2,4,4,4,4,2,3.32,1,3,4,2,3,2,4,4.97,2,2,4,2,2,4,3,4.73,1,2,3,5,3,3,4,1
1697,2,2,33,1,3,3,1,2,2,2,2,2,1,1,2,3,1,2,1,6.13,1,4,4,4,4,3,5,3.17,1,3,4,2,3,2,3,5.08,1,4,4,2,4,5,3,5.31,1,5,3,4,4,1,4,1
1698,2,2,52,2,1,1,1,3,1,2,2,1,1,1,2,2,1,1,1,5.54,1,2,1,5,4,4,3,2.1,1,5,4,4,4,2,5,4.45,2,4,4,3,4,3,3,4.59,1,3,3,5,4,5,4,1
1699,3,1,31,2,2,1,1,2,2,1,1,2,2,2,2,3,1,2,1,5.36,1,4,4,2,2,5,3,3.02,1,3,4,2,3,3,5,5.19,2,3,5,3,1,2,2,4.53,2,3,5,3,4,5,1,1
1700,1,1,43,1,3,3,1,1,2,1,1,1,1,2,2,2,2,1,1,4.94,1,4,4,4,4,5,3,2.66,2,5,1,5,4,1,4,5.28,1,1,2,2,4,3,3,4.22,1,2,4,4,2,4,2,1
1701,2,2,34,1,2,1,1,1,1,1,2,2,2,1,2,3,2,2,1,5.92,1,4,5,3,4,3,3,3.17,1,3,4,3,3,4,3,5.33,1,4,5,3,1,5,3,4.41,2,2,4,3,3,3,5,1
1702,1,1,48,1,2,1,1,2,1,1,2,1,2,1,2,4,1,2,3,4.74,1,4,5,4,4,1,3,3.57,1,4,4,4,4,5,2,4.76,2,3,4,3,3,2,3,3.96,2,3,4,4,1,3,3,1
1703,2,1,34,1,3,1,1,2,1,2,1,2,1,1,2,3,1,1,3,5.68,1,4,2,4,3,4,5,2.31,1,4,4,4,3,3,2,4.45,1,2,3,4,3,4,1,4.17,1,5,5,3,4,3,5,1
1704,2,2,62,3,2,1,1,1,1,1,1,2,2,1,2,3,1,1,2,5.38,1,3,5,3,3,3,3,2.67,1,5,2,4,3,3,3,4.89,1,2,1,4,4,4,3,5.07,2,3,5,5,3,1,2,1
1705,2,2,37,1,2,1,3,1,2,2,1,2,1,1,2,2,1,1,1,5.53,1,5,5,3,4,3,5,2.73,2,3,4,5,2,3,3,5.06,1,4,2,3,5,4,4,4.63,2,1,5,5,5,1,4,1
1706,4,2,19,1,3,1,3,2,1,1,1,1,2,2,2,4,1,1,3,5.22,1,2,2,4,4,5,4,3.16,1,4,1,3,3,4,5,4.88,2,4,4,3,5,3,4,5.4,1,4,4,2,5,3,4,1
1707,2,1,33,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,4,4.19,1,4,3,2,3,3,3,1.9,1,4,4,4,3,1,3,5.7,2,3,2,4,1,2,2,4.69,1,3,5,4,4,1,2,1
1708,2,2,31,2,1,1,1,1,1,1,2,1,1,1,2,1,3,1,1,5.13,1,5,5,1,4,1,1,2.96,2,4,5,2,5,5,1,5.31,2,4,3,3,5,4,4,5,1,3,5,5,4,4,4,1
1709,3,2,54,1,1,1,1,1,2,1,2,1,2,2,2,1,1,1,2,5.26,1,3,1,4,4,5,4,4.06,1,2,4,2,1,4,2,4.68,2,4,3,4,4,3,2,3.51,1,5,4,2,3,2,2,1
1710,3,2,49,1,2,1,1,1,1,1,2,1,2,2,2,2,3,1,3,5.44,1,2,4,2,4,4,3,2.65,1,3,3,4,3,4,1,5.38,1,4,4,4,2,5,4,3.97,1,4,4,3,3,1,4,1
1711,3,1,58,1,1,2,1,1,2,2,2,1,2,2,1,4,2,1,2,5.98,1,3,4,4,4,2,3,3.29,1,4,4,5,2,3,3,3.92,2,5,5,3,3,4,2,4.96,1,4,4,3,4,4,3,1
1712,1,1,41,1,2,2,1,2,1,1,2,1,1,2,2,1,2,1,3,4.95,1,4,5,1,3,3,1,3.19,1,3,5,1,5,3,3,5.49,1,5,5,3,3,3,2,4.62,1,5,2,1,5,5,3,1
1713,1,1,46,2,1,4,1,3,1,1,1,1,3,1,2,1,1,1,2,5.82,1,5,5,5,3,4,3,1.96,1,3,4,3,4,3,4,5.45,1,3,4,3,2,1,4,3.71,2,2,1,4,3,3,2,1
1714,2,2,38,1,2,1,1,2,1,1,2,1,1,2,2,4,3,2,2,5.61,1,3,3,3,4,4,3,3.25,1,3,5,4,3,4,5,4.87,1,4,5,3,4,5,4,4.8,2,3,4,2,3,5,3,1
1715,2,1,44,2,2,4,1,1,1,2,1,2,1,1,2,3,2,1,3,5.66,1,4,2,1,5,4,3,2.01,1,3,5,4,3,3,3,5.54,1,5,2,4,1,3,2,4.5,1,2,1,5,3,4,3,1
1716,2,2,67,1,3,1,1,1,2,1,1,2,2,1,2,3,1,2,2,6.19,1,4,4,3,3,5,2,4.38,1,2,5,4,5,5,4,5.16,1,5,3,4,4,5,2,4.77,2,5,5,1,4,3,4,1
1717,2,2,46,2,2,2,1,1,2,1,2,1,3,2,1,2,3,2,3,4.87,1,3,2,3,4,5,2,2.52,1,4,3,2,3,4,3,4.86,1,2,4,2,4,5,3,4.5,1,5,4,3,4,4,3,1
1718,1,1,44,1,1,1,1,1,2,2,2,2,1,2,2,1,3,1,2,5.66,1,5,4,5,5,4,2,2.75,1,3,4,5,4,4,2,5.21,2,5,4,2,4,5,1,4.29,1,3,5,5,4,5,4,1
1719,2,2,45,2,1,1,1,3,2,2,2,1,2,1,1,4,1,1,2,5,1,3,4,2,5,5,5,3.16,1,3,5,4,5,4,3,5.66,1,2,4,4,5,4,4,4.83,2,4,5,2,4,3,3,1
1720,2,1,27,1,3,1,3,1,1,2,2,1,2,2,1,1,1,2,4,4.52,1,1,2,4,3,4,2,2.07,1,4,4,4,5,3,3,5.2,1,5,4,3,4,4,5,4.3,2,4,2,5,3,5,3,1
1721,2,2,46,1,3,1,1,1,1,1,1,1,3,2,2,1,1,1,3,4.98,1,1,4,5,2,4,3,3.12,1,3,5,5,3,3,3,5.3,1,5,2,4,4,1,3,4.83,2,4,4,4,4,5,2,1
1722,1,1,69,2,2,1,1,2,1,1,2,2,3,1,1,2,2,2,3,3.75,1,3,3,5,5,4,4,3.26,1,5,4,3,1,4,3,5.13,2,3,2,5,5,1,4,3.84,1,4,2,3,5,4,4,1
1723,3,2,35,2,2,1,1,2,2,2,2,1,2,1,1,4,1,1,1,6.11,1,4,4,2,5,1,2,3.46,1,4,3,1,4,3,3,5.07,1,4,4,4,4,3,4,5.02,1,3,4,2,4,4,3,1
1724,3,1,51,2,2,1,2,2,1,1,2,1,3,1,1,4,1,1,3,6.69,1,3,5,3,4,1,4,3.55,1,2,4,5,4,5,3,4.56,1,4,5,4,5,4,3,4.41,1,4,5,3,3,1,3,1
1725,1,1,21,1,2,1,2,1,1,1,1,1,2,2,2,4,1,2,2,5.76,1,4,4,4,3,4,3,3.96,1,3,5,4,3,4,1,5.74,1,2,3,4,3,3,5,4.05,1,2,2,3,3,3,2,1
1726,2,2,58,1,1,1,1,1,2,1,2,1,1,1,2,3,1,1,3,5.18,1,3,4,3,3,5,2,2.54,1,4,3,3,1,5,1,6.06,2,3,5,3,3,2,4,4.44,2,3,3,1,1,5,4,1
1727,1,1,64,1,2,1,1,1,2,1,1,1,2,1,2,1,3,1,2,5.72,1,3,4,3,3,4,4,2.95,1,3,2,4,1,5,1,5.08,2,4,4,1,4,4,2,4.41,2,3,3,4,4,1,1,1
1728,2,2,19,1,3,1,2,2,2,1,1,2,2,2,2,1,3,1,2,5.28,1,2,4,3,4,2,3,2.69,1,5,5,4,4,5,2,5.3,1,4,5,2,2,1,3,4.48,1,5,5,1,3,4,1,1
1729,4,1,21,1,2,1,3,1,1,1,1,2,1,2,2,2,2,2,1,4.97,1,4,4,2,4,2,5,2.49,1,5,3,3,1,1,4,5,1,2,5,5,4,1,3,4.57,1,4,4,2,2,5,5,1
1730,2,1,29,2,2,1,1,1,1,2,1,1,1,2,2,2,3,2,2,5.81,1,3,3,3,4,4,3,2.76,1,2,5,5,3,2,3,5.33,2,3,5,3,2,5,5,4.96,1,4,4,4,1,3,3,1
1731,2,2,46,2,2,4,1,2,1,1,2,1,2,2,1,1,1,2,1,5.77,1,4,3,5,5,3,3,2.49,2,5,4,3,2,2,2,4.96,1,3,5,4,2,4,2,4.9,1,3,4,5,5,2,2,1
1732,1,1,67,1,1,1,1,2,2,2,1,1,3,1,2,4,1,1,2,6.22,1,4,4,3,2,3,2,2.47,1,4,4,1,3,3,4,5.16,1,5,5,3,3,5,2,4.11,2,5,5,3,4,1,3,1
1733,4,1,28,2,3,1,1,1,1,1,2,1,1,2,2,3,3,1,2,5.84,1,4,5,3,5,5,3,2.99,1,5,5,4,1,4,2,5.27,2,4,4,3,3,5,3,4.56,1,5,4,4,4,4,3,1
1734,2,2,56,1,2,1,1,2,1,1,2,2,1,1,1,1,2,2,2,5.82,1,5,5,3,4,4,1,2.87,1,4,3,4,3,5,2,4.55,1,1,5,4,3,4,1,5.71,2,4,2,3,5,5,1,1
1735,2,2,44,1,1,4,1,2,1,2,2,2,1,2,2,2,1,2,2,6.45,1,3,5,3,4,3,2,2.44,1,5,4,3,4,1,4,5.24,1,5,4,4,4,3,1,4.19,1,5,3,2,4,3,3,1
1736,2,2,47,1,2,1,1,1,2,1,2,2,1,1,2,1,2,2,2,5.45,1,4,1,4,4,5,3,3.13,1,2,2,3,4,5,5,5.19,1,4,4,4,5,4,1,4.65,2,3,4,4,2,5,5,1
1737,4,1,21,2,2,1,2,2,2,1,2,2,3,2,2,1,1,2,3,5.67,1,3,4,3,5,4,1,2.85,1,2,2,3,3,5,2,4.48,1,2,4,3,5,4,3,4.77,2,5,4,3,2,4,2,1
1738,3,2,27,3,2,1,1,1,1,1,2,1,1,2,2,2,3,1,2,5.17,1,4,3,1,4,3,5,3.15,1,1,3,1,2,3,2,4.77,1,4,4,2,4,5,3,4.01,2,4,5,4,1,2,2,1
1739,2,2,40,1,2,1,1,2,1,2,1,1,2,1,2,3,1,2,2,4.84,1,3,4,3,4,3,5,2.29,2,4,4,2,2,5,3,5.13,1,3,2,4,4,3,3,4.67,1,4,4,2,4,3,4,1
1740,2,2,61,2,2,1,1,2,1,2,1,1,1,1,1,2,3,1,3,4.91,2,3,3,5,3,4,4,2.58,1,4,5,3,5,3,3,5.51,1,3,4,3,2,3,3,5,1,1,5,3,3,3,3,1
1741,3,1,65,2,2,1,1,2,2,1,1,1,3,1,2,3,1,2,2,5.28,1,4,2,3,1,4,3,3.16,1,4,3,3,4,3,2,4.88,1,4,4,5,5,2,3,4.82,1,2,4,3,3,4,4,1
1742,2,2,19,1,2,1,2,1,2,1,2,2,3,2,1,4,1,1,3,6.16,1,5,5,5,4,1,1,2.65,1,5,5,4,3,2,1,4.53,2,5,3,4,4,5,3,4.83,2,4,4,4,2,4,3,1
1743,2,2,49,2,2,1,1,2,2,1,2,1,2,1,2,3,3,2,1,5.91,1,3,5,4,4,4,4,2.82,1,4,5,2,4,4,1,5.36,1,3,1,3,4,3,3,4.07,2,2,5,4,4,4,1,1
1744,3,1,67,2,1,4,1,3,1,2,2,2,1,2,1,4,2,2,3,5.62,1,2,4,3,4,4,3,3.33,1,3,2,3,3,5,3,4.85,1,2,5,3,4,5,3,4.68,1,3,4,4,2,3,3,1
1745,2,1,61,2,2,2,1,3,1,1,1,1,1,2,2,4,2,2,4,5.4,1,3,4,1,4,1,3,2.46,1,3,3,4,5,1,1,5.17,1,4,5,5,3,5,4,5.36,2,4,2,3,4,5,1,1
1746,2,1,23,1,1,1,2,1,2,2,1,2,1,2,1,4,3,2,1,5.78,1,3,3,3,4,4,3,2.95,2,2,3,4,4,3,2,5.08,1,4,4,4,3,5,3,4.15,2,3,4,3,4,4,5,1
1747,2,2,59,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,4,5.97,2,2,4,1,2,4,3,2.81,1,4,3,3,5,4,3,4.2,1,4,1,2,1,4,3,5.08,2,5,4,4,4,2,2,1
1748,2,2,34,1,1,4,1,3,1,1,1,2,2,1,2,1,1,2,2,5.46,1,2,2,4,4,2,1,3.62,1,4,5,5,5,3,2,5.12,2,4,4,5,4,5,3,4.81,1,5,5,5,3,1,3,1
1749,2,2,57,2,2,1,1,2,1,1,1,1,1,1,2,3,2,1,2,6.2,1,5,5,5,3,2,1,2.33,1,4,5,2,3,3,2,5.57,1,3,3,4,5,3,3,4,2,3,2,4,3,4,4,1
1750,1,1,41,2,3,1,1,1,1,2,2,2,2,1,2,2,2,1,1,5.65,1,3,4,2,5,5,3,3.7,1,2,5,5,3,4,4,5.37,1,2,4,4,3,1,2,4.17,1,5,4,3,5,1,3,1
1751,2,2,56,3,2,2,3,3,2,2,2,2,2,2,2,3,3,1,3,4.88,1,2,5,4,5,3,2,1.89,1,3,4,2,2,2,3,4.86,2,3,5,5,4,3,4,4.74,2,5,3,3,2,4,3,1
1752,3,2,31,1,2,1,1,1,1,2,2,2,2,2,2,3,1,1,2,5.16,1,4,3,4,3,3,2,2.6,1,3,3,2,3,1,3,3.77,2,4,4,5,4,4,3,4.46,1,3,4,3,5,5,3,1
1753,2,2,28,1,3,1,3,2,1,1,1,1,3,2,2,3,1,2,4,6.09,1,4,4,5,3,2,3,2.81,1,3,5,5,2,2,2,3.98,2,3,5,2,4,5,2,4.76,1,3,2,4,5,3,5,1
1754,2,2,43,2,2,1,1,2,1,1,1,2,3,2,2,1,2,1,3,5.54,1,1,2,2,4,3,5,2.87,1,3,4,5,5,3,3,4.48,2,4,1,1,3,1,2,4.44,2,4,2,3,3,3,3,1
1755,2,2,41,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,4.86,1,5,4,4,4,2,3,3.09,1,5,2,5,2,4,2,4.57,1,2,3,2,3,5,3,3.78,2,4,5,4,4,3,3,1
1756,2,1,59,1,2,3,1,2,1,1,1,1,2,2,1,1,2,2,3,6.27,1,5,4,2,3,5,3,2.76,1,4,4,3,4,4,5,5.14,1,4,5,4,5,4,2,5.2,1,5,3,1,4,5,5,1
1757,3,2,36,2,1,4,1,1,1,1,1,2,2,2,1,2,3,1,2,6.46,1,4,4,3,2,4,3,3.65,1,5,4,4,4,3,3,5.96,2,2,4,3,3,5,4,4.84,1,1,5,2,1,3,2,1
1758,2,1,64,1,1,1,2,1,1,1,2,2,3,1,2,2,1,2,2,6.84,1,4,1,2,4,3,3,2.61,1,2,5,3,5,2,2,5.52,2,3,5,3,4,1,3,5.21,2,4,3,3,4,3,3,1
1759,2,1,60,1,2,1,1,1,2,1,1,1,2,1,2,2,1,1,1,5.19,1,3,5,4,3,3,5,2.42,1,4,5,4,4,5,2,5.24,2,5,5,4,3,3,1,3.95,1,3,4,4,4,5,3,1
1760,2,2,31,1,3,1,1,2,2,1,1,1,2,2,1,4,1,2,2,4.83,1,1,4,1,4,3,3,2.94,2,5,4,4,4,4,1,4.95,2,5,3,5,4,1,1,5,2,5,5,4,4,3,3,1
1761,2,2,27,1,3,1,1,1,1,1,2,1,1,2,2,1,1,1,3,5.99,1,2,4,2,1,2,2,2.8,2,2,3,3,3,1,3,4.79,1,3,3,4,3,3,3,4.7,2,2,5,3,5,2,3,1
1762,1,1,64,1,1,4,1,1,2,2,2,1,1,2,2,1,1,1,2,5.3,1,5,5,2,4,2,2,2.58,1,3,3,4,5,2,4,5.13,1,4,5,3,4,3,4,4.8,1,4,2,4,4,3,3,1
1763,2,1,67,1,2,1,1,2,1,1,2,1,2,2,1,3,2,2,1,5.71,1,3,5,3,4,4,2,3.21,1,4,5,1,2,3,3,5.83,2,3,2,3,4,1,1,4.47,1,4,3,4,4,3,4,1
1764,4,1,50,1,2,3,1,2,1,1,2,1,2,2,2,2,1,1,3,5.48,1,4,2,3,1,5,1,2.5,1,1,5,3,3,5,4,5.03,1,2,3,2,3,3,4,5.01,1,5,5,4,5,4,3,1
1765,2,1,40,2,1,1,1,2,1,2,1,2,3,1,1,2,1,1,1,5.88,1,3,2,3,5,4,1,2.45,1,4,5,1,5,2,3,5.51,2,3,2,3,3,4,3,3.88,1,4,2,4,4,5,4,1
